ASIN,SKU集合,上周,上上周,上周单量,上上周单量,单量环比%,上周销售额,上上周销售额,销售额环比%,上周广告花费,上上周广告花费,上周毛利润-实际,上上周毛利润-实际,上周毛利率%,上上周毛利率%,毛利率环比%,上周TACOS%,上上周TACOS%,TACOS环比%,预警标记,需补充广告指标
B0HDYXQSZV,OO4SGE36000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYXR44S,KX4SGE14900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYXZP53,KC4PSP17800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYY4P9R,OO4SGE36200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYYJJYB,OO4SGE34000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYYWR7B,KX4SGE16800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYZFR7H,KX4SGE16700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYZFR8H,PT4SGE23600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYZLXMX,PT4SGE18600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.06,0.0,-3.06,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYZNWGH,KC4PSP16600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYZS6MK,OO4SGE35400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,4.08,0.0,-4.08,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDYZTS7V,PT4SGE24100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ2H697,KX4SGE18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ2KDF7,KC4SGE00600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ2QNRH,OO4SGE38400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ2S1WN,KC4PSP17000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ2VFXD,PT4SGE21400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ2XMVF,PT4SGE28200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ35CRQ,KC4SGE02800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ3NM4H,KX4SGE17000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ428VK,PT4SGE25600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,4.69,0.0,-4.69,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ458J7,PT4SGE19100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,8.16,0.0,-8.16,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ465MW,OO4SGE38800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ4NF6H,KX4SGE13200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ4SPQM,PT4SGE24700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,8.77,0.0,-8.77,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ4Y95L,KC4SGE01200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ59PRG,KX4SGE17700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,10.81,0.0,-10.81,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ5N1GT,OO4SGE35600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.78,0.0,-5.78,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ5PQRR,KC4SGE04800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ619P2,KX4SGE17400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ7SCYS,PT4SGE22700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ8TSNB,KX4SGE16500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ9MCS8,KC4SGE03900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZ9XTBV,PT4SGE23200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZBN77M,OO4SGE36300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HDZBV456,OO4SGE34600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF2QN566,PT4SGE26100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF31KQ4P,PT4SGE27800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF31MB7J,PT4SGE23900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.51,0.0,-5.51,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF31MM8F,KC4SGE01400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,9.38,0.0,-9.38,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF31NXP4,KC4SGE01300,2026-W36,2026-W35,1.0,0.0,N/A,1611.6,0.0,N/A,0.0,0.0,444.35,0.0,27.57,,,0.0,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF31TGLB,KX4SGE14700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF31X1SK,PT4SGE18800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF31XP6C,KC4SGE00200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF322WQS,PT4SGE27500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF325HFJ,KX4SGE13100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF329MBF,OO4SGE36900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF32FSQF,KX4SGE15800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34564Y,KC4SGE04600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34749X,PT4SGE19400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34FK79,KC4SGE01700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34JFSQ,PT4SGE21000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.44,0.0,-5.44,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34KRPG,KC4SGE04300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34NPZ6,KX4SGE10200,2026-W36,2026-W35,1.0,0.0,N/A,1530.0,0.0,N/A,0.0,16.25,323.6,-16.25,21.15,,,0.0,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34R7VH,KX4SGE13700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34WRHF,KC4SGE04100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF34YCXS,PT4SGE24000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF35BDHL,KC4SGE02900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF37PSB3,PT4SGE22800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF37STL1,KC4SGE00500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,4.69,0.0,-4.69,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF37Y21T,OO4SGE37300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF382KFL,OO4SGE34200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF382X7S,KC4SGE00300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3845LC,KX4SGE12400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,24.48,0.0,-24.48,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF387HS1,KX4SGE13500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,4.69,0.0,-4.69,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF388DVP,PT4SGE23700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,9.66,0.0,-9.66,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF38C8JS,KC4SGE03300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF38DV56,KC4SGE00100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,6.94,0.0,-6.94,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF38H45P,KX4SGE14000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF38LXVZ,KC4PSP16400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF38S25V,KC4PSP16300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF393D8J,KC4PSP16100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF394ZG4,KC4PSP17200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF39HD4Y,KX4SGE12900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF39J1S9,PT4SGE24300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF39JZKP,PT4SGE26000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3BJ9GV,KC4SGE04200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3BLHVD,KX4SGE08600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,5.58,0.0,-5.58,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3BR246,PT4SGE22200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3BTYHS,KC4PSP18200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3C22YW,KX4SGE10600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3C5ZB4,OO4SGE34300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3C8KSP,OO4SGE35200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3C8XMC,KX4SGE08000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3CK1VM,KC4SGE01600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3CLND6,KC4PSP16500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3CSTS9,KC4SGE02700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3D18SZ,KC4PSP17100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3D1LPN,PT4SGE18300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3D27B7,KX4SGE13300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3D644F,KC4PSP17900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3DF8QN,PT4SGE19600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3DH6GT,PT4SGE20000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3DH7GR,KC4SGE02400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3DHJTY,KC4SGE01800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.06,0.0,-3.06,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3DTW2P,OO4SGE37500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3DYF9V,PT4SGE26300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3F495L,KC4SGE03500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3F8S8N,KC4SGE00900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3FGMZD,KX4SGE07700,2026-W36,2026-W35,3.0,0.0,N/A,6099.6,0.0,N/A,0.0,2.52,1439.52,-88.88,23.6,,,0.0,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3FK88F,KX4SGE08800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3FKKVL,KC4SGE03000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3FPJX1,OO4SGE34800,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3FT4JM,PT4SGE26600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3FW36S,KX4SGE08900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3G1LWR,PT4SGE28100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3H8VKY,PT4SGE20100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3H9GN5,PT4SGE25400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3HDCRM,PT4SGE18400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3HJ9R7,KX4SGE09200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3HMSMW,KC4PSP18000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3HT1VQ,KC4SGE01500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3HVBLZ,OO4SGE38100,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,1224.0,-100.0,0.0,25.98,-122.94,209.33,,17.1,,,2.12,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3HVZ76,KC4SGE05500,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3HW9Z4,KC4SGE05400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3J1SL5,KX4SGE08100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.26,0.0,-3.26,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3J68GX,KX4SGE08300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,3.74,0.0,-3.74,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3J6VF1,PT4SGE19300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3J86CW,KC4SGE05000,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3JCPQS,KX4SGE09100,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3JJYN8,KX4SGE12700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3JR25Z,PT4SGE19900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3JSYLZ,PT4SGE27900,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3LH9QM,KC4SGE05200,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3LPX94,KX4SGE08400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3LQJXQ,PT4SGE20500,2026-W36,2026-W35,0.0,1.0,-100.0,0.0,646.0,-100.0,0.0,0.0,-22.98,133.29,,20.63,,,0.0,,单量下滑≥20%；销售额下滑≥20%,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3LSVQW,KC4SGE05300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3LYNGH,PT4SGE23400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,8.16,0.0,-8.16,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3M1Z1M,KX4SGE15400,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3M3JYJ,KC4SGE03700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3M6G9J,KX4SGE09300,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3M7DPG,OO4SGE38600,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
B0HF3MDXLT,KC4SGE04700,2026-W36,2026-W35,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,曝光/点击/CTR/CVR/ACOS/ROAS/活动清单
